Presynaptic_ID,Postsynaptic_ID,Presynaptic_Index,Postsynaptic_Index,Connectivity,Excitatory,Excitatory x Connectivity,pre_type,post_type,pre_side,post_side
720575940640836952,720575940608413193,130075,5992,9,1,9,aMe12,KCg-d,right,left
720575940640836952,720575940613824012,130075,18600,1,1,1,aMe12,KCg-d,right,right
720575940640836952,720575940654810785,130075,137694,15,1,15,aMe12,KCg-d,right,right
720575940640836952,720575940626316974,130075,75881,14,1,14,aMe12,KCg-d,right,left
720575940640836952,720575940614281214,130075,19844,7,1,7,aMe12,KCg-d,right,left
720575940640836952,720575940621936362,130075,52147,6,1,6,aMe12,KCg-d,right,left
720575940640836952,720575940619695860,130075,40034,2,1,2,aMe12,KCg-d,right,right
720575940640836952,720575940624879388,130075,68593,6,1,6,aMe12,KCg-d,right,left
720575940640836952,720575940630218552,130075,97520,1,1,1,aMe12,KCg-d,right,right
720575940640836952,720575940615608123,130075,24381,5,1,5,aMe12,KCg-d,right,right
720575940640836952,720575940631492419,130075,104244,6,1,6,aMe12,KCg-d,right,left
720575940640836952,720575940623906633,130075,63251,10,1,10,aMe12,KCg-d,right,left
720575940640836952,720575940635031403,130075,116681,8,1,8,aMe12,KCg-d,right,left
720575940640836952,720575940634490735,130075,115338,12,1,12,aMe12,KCg-d,right,right
720575940640836952,720575940620205951,130075,42404,5,1,5,aMe12,KCg-d,right,right
720575940640836952,720575940632182692,130075,107301,8,1,8,aMe12,KCg-d,right,right
720575940640836952,720575940619906987,130075,40941,1,1,1,aMe12,KCg-d,right,left
720575940640836952,720575940637740989,130075,123239,18,1,18,aMe12,KCg-d,right,right
720575940640836952,720575940627953607,130075,85400,1,1,1,aMe12,KCg-d,right,left
720575940640836952,720575940604497888,130075,701,16,1,16,aMe12,KCg-d,right,left
720575940640836952,720575940624465900,130075,66538,37,1,37,aMe12,KCg-d,right,right
720575940640836952,720575940612524030,130075,14368,10,1,10,aMe12,KCg-d,right,right
720575940647731252,720575940626950147,136042,79340,1,1,1,aMe12,KCg-d,right,right
